,ID,Reached.on.Time_Y.N
1509,4471,0.5
1510,10397,0.54
1511,2567,0.98
1512,4323,0.51
1513,10696,0.45
1514,3777,0.58
1515,9798,0.33
1516,2862,0.98
1517,5252,0.48
1518,7768,0.46
1519,5230,0.31
1520,9134,0.71
1521,8877,0.5
1522,6153,0.74
1523,10072,0.67
1524,538,0.99
1525,5690,0.36
1526,7249,0.5
1527,5435,0.34
1528,5545,0.46
1529,1475,1.0
1530,1664,0.97
1531,1006,1.0
1532,2044,0.99
1533,2,1.0
1534,6715,0.49
1535,3782,0.26
1536,10,1.0
1537,4773,0.45
1538,3982,0.28
1539,1956,0.96
1540,8616,0.36
1541,8355,0.2
1542,3360,0.21
1543,3923,0.44
1544,6482,0.44
1545,3714,0.64
1546,10522,0.54
1547,3052,1.0
1548,3450,0.56
1549,1063,0.95
1550,3285,0.26
1551,10720,0.5
1552,1009,1.0
1553,1465,1.0
1554,4337,0.27
1555,7654,0.4
1556,10159,0.45
1557,1760,0.85
1558,3173,0.47
1559,1817,0.99
1560,5142,0.38
1561,8116,0.67
1562,6487,0.55
1563,8540,0.39
1564,8278,0.31
1565,3851,0.45
1566,5739,0.39
1567,95,0.99
1568,6804,0.45
1569,2583,0.99
1570,1743,1.0
1571,7672,0.44
1572,3545,0.49
1573,10644,0.45
1574,6969,0.23
1575,2858,0.77
1576,7498,0.56
1577,2374,0.98
1578,9763,0.47
1579,7057,0.35
1580,758,0.88
1581,8240,0.28
1582,10949,0.42
1583,3697,0.51
1584,1685,1.0
1585,9180,0.6
1586,4741,0.55
1587,10372,0.4
1588,5912,0.42
1589,7667,0.41
1590,6627,0.31
1591,4116,0.39
1592,3861,0.4
1593,5737,0.31
1594,2306,1.0
1595,4231,0.42
1596,6135,0.27
1597,1123,0.97
1598,7135,0.46
1599,5474,0.47
1600,9767,0.4
1601,9125,0.58
1602,6261,0.56
1603,6931,0.7
1604,6520,0.41
1605,7810,0.36
1606,1383,0.9
1607,5836,0.57
1608,3986,0.47
1609,10278,0.59
1610,1473,0.99
1611,7941,0.48
1612,9375,0.33
1613,2789,0.97
1614,4041,0.5
1615,3920,0.37
1616,2229,0.99
1617,1885,1.0
1618,7557,0.38
1619,552,1.0
1620,2196,0.99
1621,156,0.97
1622,1903,0.93
1623,7477,0.67
1624,2965,0.99
1625,7186,0.39
1626,10695,0.44
1627,8520,0.37
1628,2751,0.89
1629,297,1.0
1630,7953,0.35
1631,3753,0.36
1632,7237,0.42
1633,6360,0.53
1634,4216,0.28
1635,5358,0.46
1636,10530,0.44
1637,462,0.96
1638,995,0.99
1639,10358,0.55
1640,8933,0.19
1641,6535,0.4
1642,9843,0.36
1643,5253,0.55
1644,567,0.98
1645,8483,0.47
1646,8019,0.17
1647,10674,0.31
1648,9834,0.5
1649,10494,0.4
1650,610,0.99
1651,439,1.0
1652,2393,0.81
1653,4414,0.26
1654,1578,0.99
1655,9903,0.29
1656,302,1.0
1657,2322,1.0
1658,10160,0.66
1659,8744,0.42
1660,7241,0.55
1661,2684,1.0
1662,5193,0.46
1663,155,0.82
1664,5947,0.43
1665,9917,0.2
1666,10764,0.57
1667,9140,0.78
1668,4153,0.5
1669,5083,0.28
1670,2596,0.99
1671,2600,0.99
1672,2746,1.0
1673,818,0.99
1674,9993,0.51
1675,3991,0.63
1676,5960,0.42
1677,4115,0.4
1678,3238,0.29
1679,7968,0.36
1680,7591,0.41
1681,4830,0.41
1682,2495,1.0
1683,1691,1.0
1684,2811,0.83
1685,3992,0.5
1686,1121,0.98
1687,10362,0.43
1688,2474,0.95
1689,8101,0.45
1690,5742,0.35
1691,8536,0.38
1692,8775,0.19
1693,4618,0.47
1694,2958,0.75
1695,8583,0.5
1696,6187,0.37
1697,1659,0.97
1698,232,0.99
1699,4132,0.41
1700,3541,0.45
1701,5432,0.52
1702,3029,0.98
1703,5089,0.53
1704,3219,0.44
1705,7160,0.77
1706,9313,0.21
1707,9755,0.58
1708,6249,0.39
1709,10623,0.45
1710,2407,1.0
1711,10389,0.7
1712,422,1.0
1713,10832,0.34
1714,10246,0.56
1715,2523,0.99
1716,3107,0.96
1717,5127,0.39
1718,6592,0.43
1719,8473,0.51
1720,2889,1.0
1721,6725,0.39
1722,9208,0.32
1723,3522,0.49
1724,9509,0.26
1725,716,0.99
1726,8968,0.55
1727,7797,0.49
1728,8190,0.53
1729,9043,0.55
1730,4033,0.44
1731,381,1.0
1732,9922,0.62
1733,4572,0.44
1734,5849,0.37
1735,1877,1.0
1736,7538,0.43
1737,7730,0.35
1738,2021,0.87
1739,3791,0.35
1740,2171,1.0
1741,6555,0.49
1742,9962,0.6
1743,5628,0.62
1744,3914,0.43
1745,2445,0.98
1746,8973,0.31
1747,757,0.81
1748,908,0.99
1749,7907,0.45
1750,8745,0.42
1751,4839,0.37
1752,10064,0.7
1753,10902,0.36
1754,10999,0.58
1755,4905,0.39
1756,1000,1.0
1757,2289,0.82
1758,10095,0.62
1759,1039,0.98
1760,3402,0.35
1761,4523,0.44
1762,4784,0.51
1763,7726,0.49
1764,10523,0.78
1765,1954,1.0
1766,3690,0.31
1767,3719,0.51
1768,2750,0.94
1769,7697,0.44
1770,8989,0.77
1771,3221,0.44
1772,10368,0.43
1773,8892,0.48
1774,6337,0.78
1775,329,0.99
1776,2278,1.0
1777,7018,0.64
1778,7446,0.45
1779,6698,0.21
1780,5108,0.31
1781,3006,0.99
1782,613,1.0
1783,9156,0.42
1784,237,0.98
1785,203,0.99
1786,453,0.99
1787,2544,0.98
1788,4250,0.45
1789,6904,0.58
1790,645,0.98
1791,10400,0.47
1792,8092,0.34
1793,3520,0.63
1794,9770,0.53
1795,8374,0.4
1796,6138,0.4
1797,2759,0.99
1798,10913,0.67
1799,5782,0.3
1800,706,0.97
1801,7272,0.48
1802,10269,0.42
1803,6353,0.41
1804,3094,0.98
1805,5551,0.39
1806,4251,0.42
1807,9028,0.37
1808,4923,0.58
1809,7376,0.49
1810,5703,0.52
1811,5381,0.38
1812,5212,0.24
1813,116,0.97
1814,10652,0.37
1815,1936,0.99
1816,4479,0.29
1817,5839,0.42
1818,4271,0.46
1819,8050,0.73
1820,41,1.0
1821,8020,0.2
1822,9006,0.56
1823,3294,0.46
1824,7235,0.37
1825,9678,0.65
1826,7974,0.4
1827,5650,0.32
1828,7767,0.32
1829,769,0.87
1830,1421,0.97
1831,7318,0.62
1832,8402,0.35
1833,3966,0.32
1834,316,0.98
1835,8576,0.57
1836,1602,1.0
1837,9689,0.28
1838,3543,0.59
1839,591,0.96
1840,5011,0.38
1841,4317,0.55
1842,2320,1.0
1843,8655,0.53
1844,5333,0.44
1845,10678,0.53
1846,9322,0.32
1847,990,1.0
1848,3939,0.39
1849,10662,0.21
1850,2476,0.99
1851,10019,0.61
1852,9204,0.41
1853,10432,0.62
1854,3542,0.37
1855,1310,1.0
1856,3005,1.0
1857,3980,0.5
1858,2796,0.98
1859,7274,0.39
1860,3931,0.54
1861,9925,0.4
1862,8271,0.64
1863,1898,0.97
1864,1025,1.0
1865,8721,0.41
1866,6464,0.54
1867,9283,0.28
1868,1726,0.87
1869,495,0.9
1870,1145,0.96
1871,7614,0.79
1872,3732,0.38
1873,4617,0.49
1874,426,0.99
1875,5243,0.45
1876,2008,1.0
1877,10641,0.22
1878,8189,0.52
1879,1451,0.96
1880,2576,0.98
1881,3351,0.38
1882,9092,0.3
1883,8664,0.27
1884,146,1.0
1885,340,0.98
1886,9291,0.41
1887,10387,0.44
1888,2017,1.0
1889,9706,0.55
1890,1727,0.99
1891,4732,0.38
1892,9758,0.48
1893,9091,0.48
1894,6672,0.39
1895,10384,0.39
1896,6693,0.43
1897,1974,0.99
1898,10743,0.51
1899,5010,0.48
1900,8559,0.29
1901,8493,0.31
1902,8705,0.59
1903,9674,0.58
1904,2779,0.96
1905,1264,0.85
1906,6568,0.44
1907,4529,0.5
1908,3275,0.54
1909,9951,0.55
1910,4276,0.38
1911,1197,0.98
1912,9108,0.51
1913,5118,0.63
1914,10378,0.37
1915,5636,0.57
1916,9154,0.51
1917,10961,0.69
1918,2648,1.0
1919,10289,0.58
1920,1230,1.0
1921,10471,0.44
1922,4862,0.44
1923,584,1.0
1924,1805,0.98
1925,914,1.0
1926,8215,0.5
1927,5938,0.42
1928,2357,0.97
1929,1709,1.0
1930,2050,1.0
1931,7583,0.37
1932,2837,0.97
1933,7754,0.26
1934,4351,0.37
1935,5795,0.44
1936,2273,0.93
1937,4605,0.36
1938,1533,0.99
1939,3964,0.62
1940,4917,0.31
1941,488,0.97
1942,1649,0.87
1943,4837,0.31
1944,7000,0.39
1945,5444,0.32
1946,5617,0.48
1947,10680,0.43
1948,9695,0.5
1949,8468,0.41
1950,9977,0.49
1951,1989,0.94
1952,1079,1.0
1953,8066,0.55
1954,6462,0.44
1955,6117,0.32
1956,4012,0.41
1957,9506,0.29
1958,1139,1.0
1959,1195,0.98
1960,1619,0.98
1961,1060,0.98
1962,8002,0.28
1963,9817,0.61
1964,8757,0.54
1965,9307,0.66
1966,15,0.99
1967,9585,0.5
1968,3208,0.49
1969,10691,0.55
1970,2065,0.75
1971,7786,0.56
1972,1646,0.95
1973,5749,0.42
1974,7301,0.44
1975,10852,0.38
1976,4929,0.43
1977,7801,0.47
1978,6401,0.58
1979,7981,0.44
1980,8603,0.52
1981,5403,0.35
1982,8111,0.32
1983,9311,0.39
1984,707,1.0
1985,630,1.0
1986,6022,0.33
1987,10292,0.24
1988,9400,0.41
1989,9953,0.39
1990,1947,0.74
1991,4255,0.48
1992,10868,0.4
1993,10417,0.3
1994,740,1.0
1995,4489,0.56
1996,10596,0.54
1997,8567,0.44
1998,10777,0.54
1999,2986,0.91
2000,3339,0.4
2001,1735,1.0
2002,4247,0.44
2003,4876,0.7
2004,9394,0.5
2005,10066,0.44
2006,3625,0.41
2007,9715,0.4
2008,10693,0.44
2009,6586,0.3
2010,5908,0.21
2011,3310,0.48
2012,5758,0.31
2013,5446,0.32
2014,4997,0.65
2015,10748,0.3
2016,9804,0.55
2017,10161,0.53
2018,1020,0.97
2019,6646,0.52
2020,8995,0.51
2021,3616,0.47
2022,4746,0.5
2023,5574,0.58
2024,9973,0.42
2025,6833,0.6
2026,3583,0.56
2027,3554,0.61
2028,2097,0.91
2029,625,0.99
2030,2988,0.53
2031,3742,0.34
2032,10371,0.55
2033,10297,0.34
2034,8982,0.46
2035,789,0.97
2036,2221,0.92
2037,3539,0.46
2038,3377,0.39
2039,5984,0.34
2040,1364,1.0
2041,5931,0.4
2042,2079,0.62
2043,10283,0.56
2044,8226,0.41
2045,2995,0.97
2046,4787,0.58
2047,10307,0.37
2048,6545,0.35
2049,8508,0.4
2050,4025,0.44
2051,608,1.0
2052,5898,0.5
2053,7931,0.47
2054,8609,0.46
2055,6880,0.28
2056,10779,0.28
2057,9960,0.58
2058,8114,0.78
2059,6172,0.44
2060,4182,0.49
2061,6731,0.41
2062,8123,0.38
2063,10380,0.32
2064,9499,0.5
2065,1173,0.97
2066,7536,0.63
2067,6678,0.37
2068,2527,0.99
2069,4541,0.51
2070,4283,0.37
2071,9948,0.49
2072,9532,0.23
2073,4914,0.53
2074,1202,0.97
2075,10916,0.4
2076,5227,0.35
2077,226,0.96
2078,9066,0.52
2079,5552,0.46
2080,6980,0.55
2081,9975,0.68
2082,9697,0.64
2083,6147,0.47
2084,5905,0.54
2085,5440,0.44
2086,6933,0.36
2087,263,0.97
2088,8509,0.57
2089,7809,0.4
2090,10123,0.36
2091,2709,0.87
2092,4754,0.61
2093,7853,0.52
2094,5439,0.46
2095,10089,0.56
2096,2231,0.99
2097,9583,0.33
2098,3370,0.55
2099,9035,0.54
2100,10600,0.3
2101,10698,0.39
2102,7998,0.29
2103,8024,0.33
2104,848,1.0
2105,2424,1.0
2106,7993,0.4
2107,9473,0.23
2108,2163,0.96
2109,9147,0.52
2110,1164,1.0
2111,65,1.0
2112,9800,0.46
2113,3551,0.31
2114,4310,0.24
2115,1192,0.98
2116,7100,0.47
2117,1166,0.99
2118,8082,0.32
2119,465,0.96
2120,9645,0.5
2121,4980,0.43
2122,4677,0.37
2123,3821,0.39
2124,5170,0.42
2125,9775,0.48
2126,3261,0.35
2127,8963,0.49
2128,8049,0.34
2129,8467,0.56
2130,4059,0.57
2131,5918,0.52
2132,10660,0.46
2133,1334,1.0
2134,4396,0.24
2135,1881,1.0
2136,10957,0.45
2137,9502,0.4
2138,1717,0.93
2139,5561,0.4
2140,709,0.97
2141,9150,0.32
2142,3282,0.54
2143,8602,0.45
2144,4196,0.69
2145,1522,0.82
2146,3447,0.36
2147,1783,0.99
2148,9878,0.39
2149,1770,1.0
2150,3232,0.36
2151,3459,0.32
2152,2894,0.99
2153,1582,1.0
2154,3008,1.0
2155,2290,1.0
2156,8589,0.35
2157,8307,0.52
2158,3378,0.47
2159,4114,0.34
2160,5801,0.18
2161,10663,0.56
2162,1976,0.99
2163,7197,0.44
2164,804,0.91
2165,4854,0.45
2166,8755,0.5
2167,435,1.0
2168,4230,0.35
2169,5620,0.53
2170,5560,0.38
2171,2216,0.96
2172,6597,0.45
2173,8591,0.52
2174,10162,0.45
2175,6272,0.63
2176,1331,0.99
2177,2860,0.97
2178,1676,1.0
2179,1088,0.99
2180,7700,0.44
2181,7406,0.52
2182,3985,0.48
2183,77,0.97
2184,1304,1.0
2185,1501,0.99
2186,5622,0.55
2187,10420,0.42
2188,5135,0.49
2189,1159,1.0
2190,8937,0.22
2191,5355,0.32
2192,5963,0.62
2193,6463,0.47
2194,7549,0.51
2195,2032,0.98
2196,5687,0.54
2197,5649,0.53
2198,2055,0.96
2199,726,0.98
2200,3349,0.61
2201,2545,0.98
2202,3780,0.6
2203,756,1.0
2204,9846,0.38
2205,5691,0.24
2206,10239,0.62
2207,5733,0.41
2208,8272,0.49
2209,2827,0.97
2210,10173,0.46
2211,6108,0.35
2212,6065,0.43
2213,8812,0.32
2214,8280,0.5
2215,8866,0.56
2216,3231,0.31
2217,5600,0.44
2218,9453,0.46
2219,6460,0.39
2220,5629,0.47
2221,5591,0.54
2222,8919,0.57
2223,2624,0.99
2224,4642,0.42
2225,7956,0.52
2226,2548,0.98
2227,8127,0.42
2228,7225,0.45
2229,5514,0.56
2230,3499,0.33
2231,878,1.0
2232,3941,0.68
2233,10241,0.46
2234,3979,0.44
2235,6735,0.24
2236,10813,0.47
2237,7444,0.36
2238,2799,0.91
2239,6346,0.34
2240,5126,0.41
2241,5772,0.54
2242,6064,0.52
2243,781,1.0
2244,3552,0.51
2245,5776,0.4
2246,9081,0.37
2247,2518,1.0
2248,7752,0.34
2249,3747,0.52
2250,3713,0.55
2251,8574,0.59
2252,4652,0.33
2253,3100,1.0
2254,7031,0.5
2255,2494,0.97
2256,272,1.0
2257,519,1.0
2258,6085,0.4
2259,1555,0.93
2260,2710,0.8
2261,1391,1.0
2262,7310,0.41
2263,3317,0.39
2264,2075,0.83
2265,1277,0.97
2266,8678,0.43
2267,3803,0.39
2268,3677,0.45
2269,3512,0.48
2270,7803,0.4
2271,5211,0.38
2272,3994,0.4
2273,10185,0.46
2274,1998,0.94
2275,2625,1.0
2276,1246,1.0
2277,9294,0.41
2278,3945,0.45
2279,7126,0.31
2280,5689,0.31
2281,1474,0.98
2282,90,0.99
2283,5165,0.51
2284,1053,0.99
2285,3704,0.45
2286,830,0.99
2287,4551,0.77
2288,7386,0.55
2289,20,1.0
2290,7593,0.12
2291,9545,0.33
2292,6273,0.41
2293,8978,0.33
2294,2857,0.99
2295,10845,0.39
2296,4828,0.51
2297,6446,0.57
2298,6246,0.63
2299,3600,0.55
2300,8699,0.44
2301,2115,0.97
2302,2558,0.99
2303,8119,0.59
2304,8880,0.32
2305,10300,0.45
2306,4556,0.55
2307,4398,0.26
2308,9705,0.45
2309,6030,0.35
2310,3434,0.58
2311,1763,1.0
2312,4273,0.53
2313,6250,0.44
2314,7134,0.49
2315,1489,1.0
2316,7403,0.55
2317,3946,0.37
2318,5359,0.66
2319,7395,0.39
2320,9560,0.3
2321,9531,0.5
2322,9553,0.57
2323,3086,0.99
2324,9679,0.37
2325,10742,0.31
2326,6796,0.42
2327,2680,1.0
2328,8614,0.4
2329,7380,0.49
2330,537,0.97
2331,8205,0.39
2332,2905,0.96
2333,3845,0.43
2334,1168,0.99
2335,9655,0.38
2336,5158,0.56
2337,2848,0.99
2338,4646,0.59
2339,4038,0.34
2340,5392,0.65
2341,2207,0.98
2342,7864,0.4
2343,5557,0.49
2344,2784,0.99
2345,5810,0.32
2346,10053,0.38
2347,7111,0.37
2348,9643,0.5
2349,5336,0.47
2350,5457,0.49
2351,10091,0.28
2352,4232,0.54
2353,7323,0.3
2354,6452,0.58
2355,2685,0.98
2356,193,0.83
2357,10529,0.49
2358,5006,0.52
2359,9317,0.43
2360,5766,0.47
2361,8794,0.33
2362,1742,0.99
2363,7640,0.58
2364,5815,0.64
2365,6000,0.62
2366,4719,0.47
2367,2769,1.0
2368,8243,0.5
2369,8228,0.52
2370,7703,0.42
2371,6181,0.59
2372,4781,0.53
2373,2034,0.98
2374,2364,0.99
2375,8923,0.24
2376,669,0.96
2377,5860,0.52
2378,7684,0.54
2379,8949,0.36
2380,1723,0.89
2381,3618,0.44
2382,871,1.0
2383,3065,0.66
2384,10964,0.49
2385,8211,0.42
2386,5740,0.44
2387,8663,0.76
2388,4509,0.5
2389,952,0.99
2390,84,0.99
2391,4100,0.4
2392,5725,0.35
2393,1251,0.98
2394,8453,0.32
2395,3549,0.29
2396,8855,0.47
2397,10658,0.45
2398,6307,0.57
2399,10907,0.34
2400,4776,0.42
2401,8942,0.6
2402,3132,1.0
2403,5065,0.42
2404,5547,0.32
2405,628,0.99
2406,8780,0.54
2407,4675,0.37
2408,9858,0.58
2409,5731,0.25
2410,6086,0.54
2411,9952,0.53
2412,1573,0.94
2413,9344,0.46
2414,8039,0.4
2415,10977,0.54
2416,9562,0.35
2417,10001,0.42
2418,9835,0.34
2419,7534,0.57
2420,8246,0.19
2421,3323,0.3
2422,1469,0.99
2423,1321,0.98
2424,4639,0.6
2425,9065,0.39
2426,6517,0.46
2427,8154,0.42
2428,1893,0.9
2429,8971,0.35
2430,5971,0.34
2431,163,0.97
2432,6010,0.44
2433,3766,0.36
2434,5092,0.65
2435,4865,0.47
2436,299,0.99
2437,1407,0.58
2438,2674,1.0
2439,3995,0.54
2440,6016,0.34
2441,8177,0.45
2442,2595,0.94
2443,9252,0.43
2444,7336,0.29
2445,8134,0.62
2446,8157,0.33
2447,10709,0.39
2448,4971,0.46
2449,5008,0.32
2450,2865,1.0
2451,1924,1.0
2452,4751,0.6
2453,9815,0.26
2454,1497,0.93
2455,6849,0.54
2456,6267,0.67
2457,4440,0.78
2458,2153,0.99
2459,219,1.0
2460,10798,0.32
2461,10537,0.41
2462,8915,0.55
2463,8747,0.46
2464,1443,0.99
2465,7340,0.28
2466,3237,0.38
2467,6557,0.5
2468,1695,0.99
2469,9045,0.38
2470,8890,0.43
2471,1483,0.97
2472,8359,0.57
2473,6620,0.63
2474,110,0.99
2475,532,0.99
2476,3027,0.99
2477,10422,0.61
2478,2859,0.97
2479,7333,0.57
2480,9054,0.54
2481,5707,0.44
2482,10043,0.32
2483,267,0.57
2484,7585,0.39
2485,7309,0.46
2486,862,1.0
2487,8037,0.48
2488,300,1.0
2489,1343,0.77
2490,6542,0.67
2491,3355,0.41
2492,3902,0.59
2493,3226,0.64
2494,10004,0.32
2495,6648,0.61
2496,7497,0.57
2497,2835,0.99
2498,587,1.0
2499,4048,0.6
2500,3781,0.59
2501,6998,0.55
2502,1642,0.99
2503,7275,0.33
2504,5454,0.35
2505,2617,1.0
2506,8139,0.49
2507,2108,1.0
2508,554,0.97
2509,1150,1.0
2510,10401,0.43
2511,2613,0.99
2512,1622,0.99
2513,4900,0.42
2514,10063,0.46
2515,6260,0.32
2516,4543,0.46
2517,8259,0.58
2518,1786,0.96
2519,10849,0.43
2520,1908,0.87
2521,6358,0.54
2522,5345,0.37
2523,433,0.96
2524,10883,0.51
2525,2135,1.0
2526,1076,1.0
2527,4700,0.48
2528,9097,0.69
2529,5186,0.41
2530,1386,1.0
2531,641,0.75
2532,9093,0.47
2533,5470,0.44
2534,10338,0.65
2535,4717,0.37
2536,1116,1.0
2537,9692,0.65
2538,7047,0.23
2539,5664,0.44
2540,3692,0.7
2541,690,1.0
2542,10945,0.45
2543,9776,0.4
2544,6753,0.31
2545,9474,0.29
2546,5500,0.29
2547,9157,0.48
2548,9898,0.36
2549,10191,0.29
2550,4933,0.61
2551,3142,0.34
2552,3227,0.62
2553,7154,0.7
2554,2482,1.0
2555,4078,0.4
2556,10829,0.55
2557,10959,0.53
2558,4851,0.27
2559,4120,0.55
2560,5200,0.48
2561,1536,1.0
2562,289,1.0
2563,6075,0.46
2564,10508,0.22
2565,3838,0.35
2566,4885,0.71
2567,4655,0.5
2568,5605,0.39
2569,8524,0.39
2570,10553,0.51
2571,10974,0.26
2572,10785,0.59
2573,2330,1.0
2574,362,0.87
2575,1967,1.0
2576,6040,0.53
2577,1477,1.0
2578,9987,0.43
2579,1238,0.81
2580,9301,0.52
2581,5719,0.31
2582,282,1.0
2583,2247,1.0
2584,3345,0.3
2585,6514,0.53
2586,6240,0.43
2587,4621,0.34
2588,10287,0.49
2589,1553,0.99
2590,8844,0.57
2591,4183,0.42
2592,6878,0.47
2593,6995,0.59
2594,4608,0.34
2595,7038,0.33
2596,4074,0.63
2597,5697,0.29
2598,10853,0.49
2599,9731,0.31
2600,8710,0.42
2601,5304,0.52
2602,1978,1.0
2603,8276,0.47
2604,1382,1.0
2605,851,0.8
2606,5451,0.46
2607,3495,0.54
2608,1587,1.0
2609,4201,0.29
2610,4736,0.4
2611,7973,0.62
2612,7268,0.44
2613,10442,0.43
2614,2177,0.98
2615,3070,0.88
2616,6450,0.59
2617,5981,0.55
2618,8364,0.22
2619,2304,1.0
2620,1040,1.0
2621,3467,0.54
2622,3089,0.89
2623,10212,0.63
2624,2853,1.0
2625,102,0.99
2626,1297,1.0
2627,245,0.68
2628,10347,0.56
2629,2161,0.98
2630,9913,0.6
2631,5375,0.33
2632,10194,0.4
2633,5026,0.8
2634,2509,0.96
2635,1657,0.99
2636,10037,0.6
2637,1014,1.0
2638,4460,0.38
2639,8143,0.6
2640,5537,0.42
2641,4381,0.48
2642,9512,0.46
2643,7094,0.47
2644,4844,0.58
2645,1667,1.0
2646,5760,0.27
2647,10264,0.35
2648,8105,0.54
2649,4353,0.54
2650,7423,0.14
2651,4752,0.37
2652,8849,0.49
2653,23,0.74
2654,8498,0.48
2655,3783,0.41
2656,6362,0.34
2657,10875,0.42
2658,4978,0.52
2659,7948,0.57
2660,1972,1.0
2661,2682,1.0
2662,9349,0.26
2663,1860,0.97
2664,1314,0.98
2665,6025,0.55
2666,4530,0.48
2667,7392,0.34
2668,9271,0.29
2669,1966,0.98
2670,1054,0.94
2671,1848,0.76
2672,9888,0.45
2673,687,0.83
2674,7778,0.53
2675,4938,0.49
2676,5197,0.35
2677,2057,1.0
2678,7985,0.65
2679,8283,0.44
2680,3779,0.36
2681,6798,0.36
2682,10469,0.57
2683,2959,0.99
2684,979,1.0
2685,7677,0.33
2686,10976,0.5
2687,10500,0.67
2688,3614,0.55
2689,9956,0.57
2690,7784,0.53
2691,178,1.0
2692,4071,0.39
2693,2818,0.55
2694,9308,0.31
2695,10118,0.55
2696,5974,0.41
2697,2113,0.92
2698,9319,0.57
2699,7893,0.4
2700,2896,0.81
2701,1917,0.99
2702,983,0.98
2703,10418,0.79
2704,4871,0.47
2705,5287,0.26
2706,9547,0.37
2707,5952,0.61
2708,869,0.87
2709,1055,0.99
2710,5848,0.49
2711,4240,0.46
2712,846,0.96
2713,9618,0.39
2714,3891,0.39
2715,10135,0.45
2716,8684,0.35
2717,1729,0.83
2718,10130,0.6
2719,1715,0.98
2720,6679,0.52
2721,10409,0.55
2722,5164,0.65
2723,10441,0.47
2724,3767,0.51
2725,4170,0.55
2726,5521,0.64
2727,10921,0.56
2728,9648,0.43
2729,2633,1.0
2730,4393,0.56
2731,7295,0.51
2732,5055,0.48
2733,10578,0.44
2734,5869,0.46
2735,10483,0.46
2736,5128,0.63
2737,3287,0.39
2738,10496,0.35
2739,1237,0.96
2740,1011,1.0
2741,6256,0.54
2742,3650,0.28
2743,5168,0.3
2744,10183,0.45
2745,9413,0.67
2746,9435,0.66
2747,5672,0.4
2748,8752,0.52
2749,2821,0.98
2750,45,0.99
2751,9261,0.64
2752,207,0.83
2753,5318,0.46
2754,3795,0.52
2755,4419,0.45
2756,6654,0.18
2757,1453,0.99
2758,5736,0.36
2759,6618,0.44
2760,6173,0.61
2761,7381,0.59
2762,6199,0.52
2763,8542,0.44
2764,7384,0.42
2765,3675,0.12
2766,25,0.99
2767,10538,0.43
2768,8443,0.47
2769,4777,0.46
2770,10531,0.48
2771,2915,0.99
2772,7711,0.69
2773,3834,0.57
2774,1266,0.97
2775,4508,0.32
2776,4850,0.55
2777,6122,0.48
2778,9182,0.44
2779,164,0.86
2780,8045,0.57
2781,7704,0.51
2782,6371,0.53
2783,5438,0.42
2784,2329,0.65
2785,4979,0.56
2786,225,1.0
2787,7691,0.74
2788,10922,0.43
2789,10076,0.52
2790,3738,0.42
2791,8198,0.38
2792,206,0.97
2793,1414,0.98
2794,3211,0.28
2795,8998,0.32
2796,682,0.96
2797,7486,0.56
2798,3833,0.34
2799,6895,0.5
2800,2844,0.99
2801,10721,0.47
2802,6176,0.4
2803,6100,0.27
2804,2819,0.79
2805,10607,0.43
2806,9398,0.41
2807,5266,0.69
2808,5329,0.58
2809,1810,0.99
2810,1153,0.98
2811,382,0.97
2812,2112,1.0
2813,4707,0.34
2814,5166,0.56
2815,2656,0.93
2816,4292,0.56
2817,6936,0.47
2818,9348,0.32
2819,7735,0.53
2820,7239,0.27
2821,10455,0.44
2822,4526,0.54
2823,978,1.0
2824,1558,0.99
2825,4127,0.62
2826,4295,0.63
2827,7012,0.37
2828,1188,0.93
2829,9217,0.51
2830,9276,0.44
2831,9402,0.49
2832,3397,0.32
2833,1942,0.99
2834,5326,0.38
2835,640,0.98
2836,4101,0.48
2837,10030,0.43
2838,6507,0.67
2839,7119,0.63
2840,8891,0.42
2841,3947,0.38
2842,4202,0.43
2843,7393,0.52
2844,4195,0.52
2845,2571,1.0
2846,8739,0.71
2847,3990,0.45
2848,8510,0.46
2849,10168,0.49
2850,5003,0.57
2851,10465,0.54
2852,10595,0.33
2853,429,0.98
2854,3129,0.99
2855,7676,0.52
2856,8759,0.64
2857,9867,0.39
2858,976,0.97
2859,5693,0.32
2860,8541,0.34
2861,5411,0.48
2862,2260,0.9
2863,9657,0.55
2864,8944,0.34
2865,6876,0.73
2866,9446,0.48
2867,7067,0.29
2868,1413,0.52
2869,8694,0.4
2870,5484,0.53
2871,10723,0.64
2872,4360,0.43
2873,450,0.99
2874,8195,0.54
2875,5867,0.59
2876,8554,0.61
2877,9631,0.62
2878,2634,0.94
2879,6744,0.39
2880,854,0.63
2881,484,0.96
2882,9296,0.66
2883,6788,0.6
2884,9372,0.31
2885,4001,0.61
2886,1794,0.99
2887,4124,0.45
2888,6041,0.52
2889,6051,0.45
2890,4973,0.55
2891,9211,0.53
2892,10207,0.39
2893,1547,0.99
2894,944,0.98
2895,5489,0.58
2896,6287,0.37
2897,9797,0.36
2898,4755,0.36
2899,6118,0.38
2900,6837,0.52
2901,3703,0.46
2902,3962,0.4
2903,5932,0.39
2904,7712,0.53
2905,8644,0.27
2906,8691,0.3
2907,9605,0.39
2908,4909,0.41
2909,7026,0.32
2910,9438,0.55
2911,5490,0.59
2912,1704,1.0
2913,6700,0.44
2914,4512,0.54
2915,32,1.0
2916,10682,0.39
2917,3628,0.38
