,ID,Reached.on.Time_Y.N
1509,4471,0.47
1510,10397,0.56
1511,2567,0.96
1512,4323,0.4
1513,10696,0.17
1514,3777,0.66
1515,9798,0.48
1516,2862,0.96
1517,5252,0.39
1518,7768,0.34
1519,5230,0.65
1520,9134,0.47
1521,8877,0.32
1522,6153,0.47
1523,10072,0.53
1524,538,0.95
1525,5690,0.38
1526,7249,0.22
1527,5435,0.3
1528,5545,0.44
1529,1475,0.93
1530,1664,0.96
1531,1006,0.94
1532,2044,0.98
1533,2,0.95
1534,6715,0.54
1535,3782,0.57
1536,10,0.98
1537,4773,0.44
1538,3982,0.45
1539,1956,0.77
1540,8616,0.47
1541,8355,0.41
1542,3360,0.17
1543,3923,0.46
1544,6482,0.51
1545,3714,0.55
1546,10522,0.37
1547,3052,1.0
1548,3450,0.43
1549,1063,0.94
1550,3285,0.3
1551,10720,0.54
1552,1009,1.0
1553,1465,0.96
1554,4337,0.66
1555,7654,0.5
1556,10159,0.55
1557,1760,0.82
1558,3173,0.49
1559,1817,1.0
1560,5142,0.48
1561,8116,0.28
1562,6487,0.68
1563,8540,0.31
1564,8278,0.39
1565,3851,0.38
1566,5739,0.27
1567,95,0.95
1568,6804,0.34
1569,2583,0.91
1570,1743,0.98
1571,7672,0.48
1572,3545,0.64
1573,10644,0.43
1574,6969,0.41
1575,2858,0.81
1576,7498,0.64
1577,2374,0.9
1578,9763,0.38
1579,7057,0.37
1580,758,0.79
1581,8240,0.6
1582,10949,0.64
1583,3697,0.38
1584,1685,0.99
1585,9180,0.53
1586,4741,0.38
1587,10372,0.62
1588,5912,0.33
1589,7667,0.55
1590,6627,0.46
1591,4116,0.38
1592,3861,0.32
1593,5737,0.15
1594,2306,0.96
1595,4231,0.61
1596,6135,0.4
1597,1123,0.94
1598,7135,0.43
1599,5474,0.48
1600,9767,0.39
1601,9125,0.59
1602,6261,0.54
1603,6931,0.76
1604,6520,0.62
1605,7810,0.35
1606,1383,0.9
1607,5836,0.59
1608,3986,0.54
1609,10278,0.45
1610,1473,0.97
1611,7941,0.53
1612,9375,0.54
1613,2789,0.97
1614,4041,0.31
1615,3920,0.55
1616,2229,0.97
1617,1885,0.98
1618,7557,0.59
1619,552,0.97
1620,2196,0.91
1621,156,0.89
1622,1903,0.82
1623,7477,0.53
1624,2965,0.98
1625,7186,0.57
1626,10695,0.41
1627,8520,0.31
1628,2751,0.91
1629,297,0.97
1630,7953,0.4
1631,3753,0.46
1632,7237,0.23
1633,6360,0.34
1634,4216,0.61
1635,5358,0.38
1636,10530,0.23
1637,462,0.97
1638,995,0.92
1639,10358,0.45
1640,8933,0.39
1641,6535,0.34
1642,9843,0.46
1643,5253,0.6
1644,567,0.98
1645,8483,0.45
1646,8019,0.52
1647,10674,0.53
1648,9834,0.39
1649,10494,0.2
1650,610,0.97
1651,439,0.99
1652,2393,0.8
1653,4414,0.3
1654,1578,0.93
1655,9903,0.45
1656,302,0.96
1657,2322,0.94
1658,10160,0.51
1659,8744,0.48
1660,7241,0.52
1661,2684,0.99
1662,5193,0.39
1663,155,0.74
1664,5947,0.58
1665,9917,0.22
1666,10764,0.36
1667,9140,0.41
1668,4153,0.24
1669,5083,0.41
1670,2596,0.99
1671,2600,1.0
1672,2746,0.99
1673,818,0.95
1674,9993,0.54
1675,3991,0.3
1676,5960,0.36
1677,4115,0.48
1678,3238,0.33
1679,7968,0.42
1680,7591,0.46
1681,4830,0.23
1682,2495,0.99
1683,1691,0.99
1684,2811,0.72
1685,3992,0.56
1686,1121,0.98
1687,10362,0.2
1688,2474,0.97
1689,8101,0.43
1690,5742,0.56
1691,8536,0.49
1692,8775,0.35
1693,4618,0.44
1694,2958,0.81
1695,8583,0.56
1696,6187,0.39
1697,1659,0.9
1698,232,0.99
1699,4132,0.57
1700,3541,0.48
1701,5432,0.47
1702,3029,0.9
1703,5089,0.38
1704,3219,0.56
1705,7160,0.7
1706,9313,0.35
1707,9755,0.59
1708,6249,0.26
1709,10623,0.46
1710,2407,0.97
1711,10389,0.63
1712,422,0.95
1713,10832,0.28
1714,10246,0.47
1715,2523,0.94
1716,3107,1.0
1717,5127,0.37
1718,6592,0.59
1719,8473,0.45
1720,2889,0.93
1721,6725,0.53
1722,9208,0.29
1723,3522,0.47
1724,9509,0.57
1725,716,0.83
1726,8968,0.37
1727,7797,0.44
1728,8190,0.53
1729,9043,0.35
1730,4033,0.52
1731,381,1.0
1732,9922,0.38
1733,4572,0.46
1734,5849,0.49
1735,1877,0.98
1736,7538,0.35
1737,7730,0.29
1738,2021,0.73
1739,3791,0.45
1740,2171,0.97
1741,6555,0.37
1742,9962,0.55
1743,5628,0.55
1744,3914,0.32
1745,2445,0.95
1746,8973,0.35
1747,757,0.68
1748,908,0.94
1749,7907,0.29
1750,8745,0.26
1751,4839,0.61
1752,10064,0.53
1753,10902,0.32
1754,10999,0.77
1755,4905,0.42
1756,1000,0.99
1757,2289,0.7
1758,10095,0.63
1759,1039,0.95
1760,3402,0.49
1761,4523,0.51
1762,4784,0.22
1763,7726,0.42
1764,10523,0.74
1765,1954,0.97
1766,3690,0.42
1767,3719,0.54
1768,2750,0.92
1769,7697,0.62
1770,8989,0.47
1771,3221,0.43
1772,10368,0.48
1773,8892,0.6
1774,6337,0.64
1775,329,0.97
1776,2278,1.0
1777,7018,0.59
1778,7446,0.49
1779,6698,0.57
1780,5108,0.41
1781,3006,0.99
1782,613,1.0
1783,9156,0.33
1784,237,0.97
1785,203,0.98
1786,453,0.98
1787,2544,0.92
1788,4250,0.41
1789,6904,0.48
1790,645,0.89
1791,10400,0.65
1792,8092,0.34
1793,3520,0.59
1794,9770,0.51
1795,8374,0.33
1796,6138,0.4
1797,2759,0.92
1798,10913,0.66
1799,5782,0.62
1800,706,0.95
1801,7272,0.43
1802,10269,0.46
1803,6353,0.44
1804,3094,0.9
1805,5551,0.42
1806,4251,0.49
1807,9028,0.4
1808,4923,0.52
1809,7376,0.55
1810,5703,0.48
1811,5381,0.4
1812,5212,0.32
1813,116,0.98
1814,10652,0.6
1815,1936,0.97
1816,4479,0.37
1817,5839,0.49
1818,4271,0.58
1819,8050,0.83
1820,41,0.93
1821,8020,0.72
1822,9006,0.6
1823,3294,0.49
1824,7235,0.41
1825,9678,0.52
1826,7974,0.42
1827,5650,0.27
1828,7767,0.27
1829,769,0.77
1830,1421,0.97
1831,7318,0.29
1832,8402,0.25
1833,3966,0.5
1834,316,0.95
1835,8576,0.51
1836,1602,0.99
1837,9689,0.32
1838,3543,0.46
1839,591,0.93
1840,5011,0.37
1841,4317,0.57
1842,2320,0.98
1843,8655,0.57
1844,5333,0.67
1845,10678,0.45
1846,9322,0.33
1847,990,1.0
1848,3939,0.53
1849,10662,0.31
1850,2476,0.97
1851,10019,0.47
1852,9204,0.28
1853,10432,0.44
1854,3542,0.39
1855,1310,0.97
1856,3005,0.95
1857,3980,0.54
1858,2796,0.91
1859,7274,0.37
1860,3931,0.5
1861,9925,0.44
1862,8271,0.58
1863,1898,0.96
1864,1025,1.0
1865,8721,0.33
1866,6464,0.45
1867,9283,0.46
1868,1726,0.73
1869,495,0.9
1870,1145,0.89
1871,7614,0.56
1872,3732,0.44
1873,4617,0.48
1874,426,1.0
1875,5243,0.64
1876,2008,1.0
1877,10641,0.73
1878,8189,0.58
1879,1451,0.94
1880,2576,0.87
1881,3351,0.42
1882,9092,0.57
1883,8664,0.52
1884,146,0.9
1885,340,0.96
1886,9291,0.35
1887,10387,0.64
1888,2017,0.98
1889,9706,0.38
1890,1727,0.94
1891,4732,0.49
1892,9758,0.57
1893,9091,0.48
1894,6672,0.59
1895,10384,0.54
1896,6693,0.49
1897,1974,0.98
1898,10743,0.74
1899,5010,0.65
1900,8559,0.36
1901,8493,0.46
1902,8705,0.66
1903,9674,0.63
1904,2779,0.92
1905,1264,0.7
1906,6568,0.57
1907,4529,0.53
1908,3275,0.45
1909,9951,0.43
1910,4276,0.44
1911,1197,0.96
1912,9108,0.47
1913,5118,0.52
1914,10378,0.52
1915,5636,0.56
1916,9154,0.38
1917,10961,0.6
1918,2648,1.0
1919,10289,0.54
1920,1230,0.93
1921,10471,0.55
1922,4862,0.32
1923,584,0.95
1924,1805,0.97
1925,914,1.0
1926,8215,0.43
1927,5938,0.47
1928,2357,0.98
1929,1709,0.97
1930,2050,0.97
1931,7583,0.37
1932,2837,0.96
1933,7754,0.44
1934,4351,0.52
1935,5795,0.62
1936,2273,0.9
1937,4605,0.44
1938,1533,0.92
1939,3964,0.49
1940,4917,0.47
1941,488,0.97
1942,1649,0.79
1943,4837,0.43
1944,7000,0.54
1945,5444,0.4
1946,5617,0.45
1947,10680,0.52
1948,9695,0.36
1949,8468,0.57
1950,9977,0.54
1951,1989,0.89
1952,1079,0.96
1953,8066,0.45
1954,6462,0.59
1955,6117,0.16
1956,4012,0.35
1957,9506,0.33
1958,1139,0.94
1959,1195,0.89
1960,1619,0.94
1961,1060,0.96
1962,8002,0.64
1963,9817,0.42
1964,8757,0.5
1965,9307,0.38
1966,15,0.98
1967,9585,0.43
1968,3208,0.41
1969,10691,0.38
1970,2065,0.76
1971,7786,0.64
1972,1646,0.93
1973,5749,0.5
1974,7301,0.58
1975,10852,0.42
1976,4929,0.52
1977,7801,0.21
1978,6401,0.64
1979,7981,0.37
1980,8603,0.5
1981,5403,0.42
1982,8111,0.52
1983,9311,0.43
1984,707,0.99
1985,630,0.95
1986,6022,0.55
1987,10292,0.52
1988,9400,0.46
1989,9953,0.59
1990,1947,0.7
1991,4255,0.47
1992,10868,0.52
1993,10417,0.44
1994,740,0.99
1995,4489,0.4
1996,10596,0.49
1997,8567,0.67
1998,10777,0.61
1999,2986,0.93
2000,3339,0.43
2001,1735,0.98
2002,4247,0.37
2003,4876,0.3
2004,9394,0.51
2005,10066,0.38
2006,3625,0.26
2007,9715,0.52
2008,10693,0.63
2009,6586,0.49
2010,5908,0.34
2011,3310,0.54
2012,5758,0.59
2013,5446,0.33
2014,4997,0.39
2015,10748,0.58
2016,9804,0.52
2017,10161,0.61
2018,1020,0.94
2019,6646,0.58
2020,8995,0.48
2021,3616,0.44
2022,4746,0.37
2023,5574,0.35
2024,9973,0.4
2025,6833,0.58
2026,3583,0.31
2027,3554,0.48
2028,2097,0.88
2029,625,0.98
2030,2988,0.42
2031,3742,0.32
2032,10371,0.34
2033,10297,0.55
2034,8982,0.53
2035,789,0.97
2036,2221,0.88
2037,3539,0.55
2038,3377,0.41
2039,5984,0.48
2040,1364,0.97
2041,5931,0.46
2042,2079,0.7
2043,10283,0.59
2044,8226,0.39
2045,2995,0.93
2046,4787,0.53
2047,10307,0.57
2048,6545,0.26
2049,8508,0.36
2050,4025,0.53
2051,608,0.98
2052,5898,0.46
2053,7931,0.67
2054,8609,0.4
2055,6880,0.6
2056,10779,0.41
2057,9960,0.66
2058,8114,0.59
2059,6172,0.53
2060,4182,0.42
2061,6731,0.5
2062,8123,0.44
2063,10380,0.7
2064,9499,0.54
2065,1173,0.97
2066,7536,0.61
2067,6678,0.5
2068,2527,0.98
2069,4541,0.64
2070,4283,0.48
2071,9948,0.64
2072,9532,0.27
2073,4914,0.63
2074,1202,0.91
2075,10916,0.52
2076,5227,0.45
2077,226,0.93
2078,9066,0.5
2079,5552,0.53
2080,6980,0.41
2081,9975,0.65
2082,9697,0.61
2083,6147,0.34
2084,5905,0.45
2085,5440,0.32
2086,6933,0.41
2087,263,0.86
2088,8509,0.54
2089,7809,0.36
2090,10123,0.26
2091,2709,0.78
2092,4754,0.33
2093,7853,0.53
2094,5439,0.45
2095,10089,0.45
2096,2231,1.0
2097,9583,0.3
2098,3370,0.45
2099,9035,0.58
2100,10600,0.38
2101,10698,0.4
2102,7998,0.29
2103,8024,0.59
2104,848,0.97
2105,2424,0.99
2106,7993,0.52
2107,9473,0.58
2108,2163,0.92
2109,9147,0.75
2110,1164,0.99
2111,65,0.99
2112,9800,0.51
2113,3551,0.45
2114,4310,0.11
2115,1192,0.95
2116,7100,0.54
2117,1166,0.97
2118,8082,0.38
2119,465,0.9
2120,9645,0.45
2121,4980,0.27
2122,4677,0.44
2123,3821,0.73
2124,5170,0.4
2125,9775,0.56
2126,3261,0.48
2127,8963,0.56
2128,8049,0.39
2129,8467,0.52
2130,4059,0.49
2131,5918,0.55
2132,10660,0.6
2133,1334,0.95
2134,4396,0.44
2135,1881,0.99
2136,10957,0.33
2137,9502,0.38
2138,1717,0.87
2139,5561,0.33
2140,709,0.95
2141,9150,0.42
2142,3282,0.23
2143,8602,0.49
2144,4196,0.63
2145,1522,0.63
2146,3447,0.26
2147,1783,0.93
2148,9878,0.38
2149,1770,0.94
2150,3232,0.47
2151,3459,0.33
2152,2894,0.99
2153,1582,0.96
2154,3008,0.99
2155,2290,0.94
2156,8589,0.33
2157,8307,0.4
2158,3378,0.57
2159,4114,0.34
2160,5801,0.63
2161,10663,0.51
2162,1976,0.96
2163,7197,0.48
2164,804,0.79
2165,4854,0.64
2166,8755,0.3
2167,435,0.98
2168,4230,0.44
2169,5620,0.5
2170,5560,0.27
2171,2216,0.91
2172,6597,0.34
2173,8591,0.72
2174,10162,0.38
2175,6272,0.64
2176,1331,0.95
2177,2860,0.96
2178,1676,0.93
2179,1088,0.98
2180,7700,0.56
2181,7406,0.6
2182,3985,0.58
2183,77,0.99
2184,1304,0.98
2185,1501,0.92
2186,5622,0.42
2187,10420,0.45
2188,5135,0.52
2189,1159,1.0
2190,8937,0.52
2191,5355,0.47
2192,5963,0.46
2193,6463,0.42
2194,7549,0.41
2195,2032,0.93
2196,5687,0.52
2197,5649,0.31
2198,2055,0.98
2199,726,0.97
2200,3349,0.29
2201,2545,0.98
2202,3780,0.59
2203,756,0.97
2204,9846,0.62
2205,5691,0.38
2206,10239,0.71
2207,5733,0.42
2208,8272,0.54
2209,2827,0.93
2210,10173,0.52
2211,6108,0.15
2212,6065,0.44
2213,8812,0.27
2214,8280,0.52
2215,8866,0.57
2216,3231,0.38
2217,5600,0.38
2218,9453,0.35
2219,6460,0.41
2220,5629,0.35
2221,5591,0.47
2222,8919,0.59
2223,2624,0.94
2224,4642,0.52
2225,7956,0.57
2226,2548,0.95
2227,8127,0.45
2228,7225,0.68
2229,5514,0.53
2230,3499,0.33
2231,878,0.99
2232,3941,0.61
2233,10241,0.54
2234,3979,0.49
2235,6735,0.32
2236,10813,0.3
2237,7444,0.45
2238,2799,0.98
2239,6346,0.59
2240,5126,0.32
2241,5772,0.51
2242,6064,0.4
2243,781,0.95
2244,3552,0.42
2245,5776,0.35
2246,9081,0.5
2247,2518,0.97
2248,7752,0.65
2249,3747,0.44
2250,3713,0.45
2251,8574,0.41
2252,4652,0.16
2253,3100,0.98
2254,7031,0.53
2255,2494,0.97
2256,272,0.99
2257,519,0.96
2258,6085,0.33
2259,1555,0.94
2260,2710,0.64
2261,1391,0.95
2262,7310,0.51
2263,3317,0.52
2264,2075,0.81
2265,1277,0.92
2266,8678,0.48
2267,3803,0.56
2268,3677,0.5
2269,3512,0.67
2270,7803,0.5
2271,5211,0.43
2272,3994,0.45
2273,10185,0.21
2274,1998,0.91
2275,2625,0.98
2276,1246,0.99
2277,9294,0.65
2278,3945,0.63
2279,7126,0.31
2280,5689,0.28
2281,1474,0.99
2282,90,0.96
2283,5165,0.6
2284,1053,0.89
2285,3704,0.43
2286,830,0.98
2287,4551,0.73
2288,7386,0.65
2289,20,0.97
2290,7593,0.38
2291,9545,0.39
2292,6273,0.43
2293,8978,0.5
2294,2857,0.96
2295,10845,0.48
2296,4828,0.42
2297,6446,0.48
2298,6246,0.6
2299,3600,0.23
2300,8699,0.61
2301,2115,0.98
2302,2558,0.9
2303,8119,0.29
2304,8880,0.43
2305,10300,0.46
2306,4556,0.73
2307,4398,0.42
2308,9705,0.42
2309,6030,0.55
2310,3434,0.31
2311,1763,0.9
2312,4273,0.48
2313,6250,0.34
2314,7134,0.56
2315,1489,0.95
2316,7403,0.33
2317,3946,0.47
2318,5359,0.47
2319,7395,0.34
2320,9560,0.35
2321,9531,0.69
2322,9553,0.41
2323,3086,0.99
2324,9679,0.46
2325,10742,0.45
2326,6796,0.5
2327,2680,0.95
2328,8614,0.49
2329,7380,0.56
2330,537,0.94
2331,8205,0.52
2332,2905,0.94
2333,3845,0.46
2334,1168,0.99
2335,9655,0.42
2336,5158,0.43
2337,2848,0.94
2338,4646,0.63
2339,4038,0.49
2340,5392,0.4
2341,2207,0.95
2342,7864,0.32
2343,5557,0.56
2344,2784,0.95
2345,5810,0.64
2346,10053,0.53
2347,7111,0.45
2348,9643,0.45
2349,5336,0.42
2350,5457,0.55
2351,10091,0.56
2352,4232,0.34
2353,7323,0.46
2354,6452,0.41
2355,2685,0.97
2356,193,0.79
2357,10529,0.44
2358,5006,0.42
2359,9317,0.32
2360,5766,0.38
2361,8794,0.45
2362,1742,0.94
2363,7640,0.21
2364,5815,0.47
2365,6000,0.58
2366,4719,0.33
2367,2769,1.0
2368,8243,0.49
2369,8228,0.25
2370,7703,0.4
2371,6181,0.33
2372,4781,0.53
2373,2034,0.96
2374,2364,0.93
2375,8923,0.55
2376,669,1.0
2377,5860,0.31
2378,7684,0.59
2379,8949,0.53
2380,1723,0.9
2381,3618,0.76
2382,871,0.98
2383,3065,0.76
2384,10964,0.62
2385,8211,0.42
2386,5740,0.59
2387,8663,0.68
2388,4509,0.45
2389,952,1.0
2390,84,0.96
2391,4100,0.33
2392,5725,0.52
2393,1251,0.94
2394,8453,0.63
2395,3549,0.32
2396,8855,0.71
2397,10658,0.6
2398,6307,0.56
2399,10907,0.56
2400,4776,0.31
2401,8942,0.37
2402,3132,0.98
2403,5065,0.48
2404,5547,0.51
2405,628,0.97
2406,8780,0.57
2407,4675,0.44
2408,9858,0.67
2409,5731,0.3
2410,6086,0.46
2411,9952,0.45
2412,1573,0.92
2413,9344,0.29
2414,8039,0.35
2415,10977,0.53
2416,9562,0.54
2417,10001,0.47
2418,9835,0.6
2419,7534,0.49
2420,8246,0.26
2421,3323,0.62
2422,1469,0.94
2423,1321,0.89
2424,4639,0.34
2425,9065,0.51
2426,6517,0.41
2427,8154,0.43
2428,1893,0.91
2429,8971,0.32
2430,5971,0.45
2431,163,0.92
2432,6010,0.48
2433,3766,0.43
2434,5092,0.36
2435,4865,0.44
2436,299,0.94
2437,1407,0.69
2438,2674,0.99
2439,3995,0.57
2440,6016,0.46
2441,8177,0.44
2442,2595,0.85
2443,9252,0.59
2444,7336,0.27
2445,8134,0.41
2446,8157,0.29
2447,10709,0.36
2448,4971,0.48
2449,5008,0.48
2450,2865,0.96
2451,1924,0.96
2452,4751,0.58
2453,9815,0.51
2454,1497,0.94
2455,6849,0.7
2456,6267,0.74
2457,4440,0.44
2458,2153,0.95
2459,219,0.99
2460,10798,0.47
2461,10537,0.24
2462,8915,0.39
2463,8747,0.53
2464,1443,0.95
2465,7340,0.3
2466,3237,0.34
2467,6557,0.42
2468,1695,0.97
2469,9045,0.59
2470,8890,0.48
2471,1483,0.94
2472,8359,0.47
2473,6620,0.56
2474,110,0.96
2475,532,0.98
2476,3027,0.92
2477,10422,0.58
2478,2859,0.99
2479,7333,0.58
2480,9054,0.39
2481,5707,0.48
2482,10043,0.5
2483,267,0.5
2484,7585,0.42
2485,7309,0.52
2486,862,0.98
2487,8037,0.24
2488,300,0.97
2489,1343,0.8
2490,6542,0.3
2491,3355,0.43
2492,3902,0.64
2493,3226,0.33
2494,10004,0.3
2495,6648,0.48
2496,7497,0.59
2497,2835,0.96
2498,587,1.0
2499,4048,0.49
2500,3781,0.21
2501,6998,0.5
2502,1642,0.95
2503,7275,0.28
2504,5454,0.55
2505,2617,0.91
2506,8139,0.71
2507,2108,0.91
2508,554,0.87
2509,1150,0.96
2510,10401,0.46
2511,2613,0.97
2512,1622,0.97
2513,4900,0.5
2514,10063,0.27
2515,6260,0.29
2516,4543,0.57
2517,8259,0.57
2518,1786,0.95
2519,10849,0.41
2520,1908,0.7
2521,6358,0.37
2522,5345,0.47
2523,433,0.86
2524,10883,0.57
2525,2135,0.98
2526,1076,0.98
2527,4700,0.14
2528,9097,0.65
2529,5186,0.38
2530,1386,0.96
2531,641,0.8
2532,9093,0.32
2533,5470,0.55
2534,10338,0.46
2535,4717,0.56
2536,1116,0.96
2537,9692,0.3
2538,7047,0.5
2539,5664,0.43
2540,3692,0.6
2541,690,0.98
2542,10945,0.5
2543,9776,0.52
2544,6753,0.45
2545,9474,0.39
2546,5500,0.45
2547,9157,0.34
2548,9898,0.36
2549,10191,0.21
2550,4933,0.5
2551,3142,0.41
2552,3227,0.66
2553,7154,0.31
2554,2482,0.98
2555,4078,0.28
2556,10829,0.27
2557,10959,0.5
2558,4851,0.24
2559,4120,0.57
2560,5200,0.53
2561,1536,0.97
2562,289,0.91
2563,6075,0.31
2564,10508,0.34
2565,3838,0.21
2566,4885,0.72
2567,4655,0.46
2568,5605,0.63
2569,8524,0.34
2570,10553,0.44
2571,10974,0.44
2572,10785,0.63
2573,2330,0.98
2574,362,0.67
2575,1967,0.99
2576,6040,0.48
2577,1477,0.96
2578,9987,0.51
2579,1238,0.85
2580,9301,0.43
2581,5719,0.41
2582,282,0.97
2583,2247,0.99
2584,3345,0.41
2585,6514,0.65
2586,6240,0.23
2587,4621,0.26
2588,10287,0.36
2589,1553,0.96
2590,8844,0.45
2591,4183,0.41
2592,6878,0.49
2593,6995,0.59
2594,4608,0.41
2595,7038,0.37
2596,4074,0.71
2597,5697,0.29
2598,10853,0.48
2599,9731,0.4
2600,8710,0.33
2601,5304,0.41
2602,1978,0.95
2603,8276,0.61
2604,1382,0.96
2605,851,0.76
2606,5451,0.38
2607,3495,0.44
2608,1587,0.96
2609,4201,0.29
2610,4736,0.41
2611,7973,0.51
2612,7268,0.52
2613,10442,0.38
2614,2177,0.96
2615,3070,0.63
2616,6450,0.37
2617,5981,0.31
2618,8364,0.27
2619,2304,0.96
2620,1040,0.96
2621,3467,0.49
2622,3089,0.66
2623,10212,0.5
2624,2853,0.97
2625,102,0.96
2626,1297,0.96
2627,245,0.67
2628,10347,0.64
2629,2161,0.95
2630,9913,0.57
2631,5375,0.3
2632,10194,0.22
2633,5026,0.54
2634,2509,0.92
2635,1657,0.94
2636,10037,0.61
2637,1014,0.95
2638,4460,0.6
2639,8143,0.31
2640,5537,0.43
2641,4381,0.38
2642,9512,0.47
2643,7094,0.61
2644,4844,0.45
2645,1667,0.96
2646,5760,0.38
2647,10264,0.56
2648,8105,0.51
2649,4353,0.44
2650,7423,0.38
2651,4752,0.53
2652,8849,0.67
2653,23,0.86
2654,8498,0.36
2655,3783,0.42
2656,6362,0.41
2657,10875,0.47
2658,4978,0.54
2659,7948,0.59
2660,1972,1.0
2661,2682,0.97
2662,9349,0.49
2663,1860,0.95
2664,1314,0.98
2665,6025,0.58
2666,4530,0.55
2667,7392,0.48
2668,9271,0.37
2669,1966,0.98
2670,1054,0.91
2671,1848,0.74
2672,9888,0.45
2673,687,0.74
2674,7778,0.41
2675,4938,0.34
2676,5197,0.51
2677,2057,0.98
2678,7985,0.7
2679,8283,0.46
2680,3779,0.43
2681,6798,0.4
2682,10469,0.47
2683,2959,0.96
2684,979,0.96
2685,7677,0.31
2686,10976,0.51
2687,10500,0.24
2688,3614,0.57
2689,9956,0.54
2690,7784,0.44
2691,178,0.97
2692,4071,0.52
2693,2818,0.51
2694,9308,0.41
2695,10118,0.61
2696,5974,0.35
2697,2113,0.86
2698,9319,0.3
2699,7893,0.54
2700,2896,0.69
2701,1917,0.94
2702,983,0.98
2703,10418,0.64
2704,4871,0.52
2705,5287,0.39
2706,9547,0.51
2707,5952,0.49
2708,869,0.8
2709,1055,0.98
2710,5848,0.46
2711,4240,0.54
2712,846,0.84
2713,9618,0.26
2714,3891,0.63
2715,10135,0.31
2716,8684,0.39
2717,1729,0.69
2718,10130,0.46
2719,1715,0.97
2720,6679,0.32
2721,10409,0.47
2722,5164,0.37
2723,10441,0.46
2724,3767,0.53
2725,4170,0.45
2726,5521,0.56
2727,10921,0.45
2728,9648,0.53
2729,2633,0.96
2730,4393,0.42
2731,7295,0.56
2732,5055,0.54
2733,10578,0.26
2734,5869,0.54
2735,10483,0.67
2736,5128,0.47
2737,3287,0.41
2738,10496,0.52
2739,1237,0.95
2740,1011,0.94
2741,6256,0.54
2742,3650,0.54
2743,5168,0.61
2744,10183,0.58
2745,9413,0.23
2746,9435,0.59
2747,5672,0.68
2748,8752,0.57
2749,2821,0.93
2750,45,0.99
2751,9261,0.56
2752,207,0.82
2753,5318,0.25
2754,3795,0.55
2755,4419,0.33
2756,6654,0.48
2757,1453,0.98
2758,5736,0.49
2759,6618,0.61
2760,6173,0.5
2761,7381,0.36
2762,6199,0.33
2763,8542,0.5
2764,7384,0.52
2765,3675,0.55
2766,25,0.94
2767,10538,0.37
2768,8443,0.57
2769,4777,0.54
2770,10531,0.61
2771,2915,0.99
2772,7711,0.72
2773,3834,0.56
2774,1266,0.95
2775,4508,0.56
2776,4850,0.43
2777,6122,0.59
2778,9182,0.51
2779,164,0.62
2780,8045,0.46
2781,7704,0.51
2782,6371,0.38
2783,5438,0.26
2784,2329,0.64
2785,4979,0.67
2786,225,0.97
2787,7691,0.65
2788,10922,0.53
2789,10076,0.65
2790,3738,0.29
2791,8198,0.42
2792,206,0.71
2793,1414,0.99
2794,3211,0.38
2795,8998,0.39
2796,682,0.98
2797,7486,0.59
2798,3833,0.5
2799,6895,0.46
2800,2844,0.98
2801,10721,0.62
2802,6176,0.45
2803,6100,0.41
2804,2819,0.75
2805,10607,0.51
2806,9398,0.17
2807,5266,0.31
2808,5329,0.33
2809,1810,0.98
2810,1153,0.9
2811,382,0.93
2812,2112,0.96
2813,4707,0.37
2814,5166,0.53
2815,2656,0.91
2816,4292,0.54
2817,6936,0.71
2818,9348,0.58
2819,7735,0.69
2820,7239,0.41
2821,10455,0.31
2822,4526,0.31
2823,978,0.98
2824,1558,0.95
2825,4127,0.61
2826,4295,0.55
2827,7012,0.54
2828,1188,0.92
2829,9217,0.39
2830,9276,0.37
2831,9402,0.26
2832,3397,0.32
2833,1942,0.99
2834,5326,0.53
2835,640,0.95
2836,4101,0.6
2837,10030,0.3
2838,6507,0.44
2839,7119,0.54
2840,8891,0.5
2841,3947,0.5
2842,4202,0.55
2843,7393,0.5
2844,4195,0.37
2845,2571,0.96
2846,8739,0.41
2847,3990,0.2
2848,8510,0.36
2849,10168,0.25
2850,5003,0.49
2851,10465,0.54
2852,10595,0.28
2853,429,0.98
2854,3129,0.91
2855,7676,0.59
2856,8759,0.4
2857,9867,0.35
2858,976,0.93
2859,5693,0.55
2860,8541,0.79
2861,5411,0.65
2862,2260,0.87
2863,9657,0.51
2864,8944,0.43
2865,6876,0.48
2866,9446,0.64
2867,7067,0.51
2868,1413,0.58
2869,8694,0.41
2870,5484,0.33
2871,10723,0.64
2872,4360,0.39
2873,450,0.97
2874,8195,0.52
2875,5867,0.53
2876,8554,0.33
2877,9631,0.52
2878,2634,0.94
2879,6744,0.35
2880,854,0.7
2881,484,0.93
2882,9296,0.55
2883,6788,0.61
2884,9372,0.4
2885,4001,0.69
2886,1794,0.95
2887,4124,0.38
2888,6041,0.4
2889,6051,0.41
2890,4973,0.73
2891,9211,0.43
2892,10207,0.71
2893,1547,1.0
2894,944,0.96
2895,5489,0.67
2896,6287,0.46
2897,9797,0.5
2898,4755,0.39
2899,6118,0.36
2900,6837,0.51
2901,3703,0.25
2902,3962,0.58
2903,5932,0.53
2904,7712,0.4
2905,8644,0.57
2906,8691,0.59
2907,9605,0.57
2908,4909,0.34
2909,7026,0.48
2910,9438,0.66
2911,5490,0.71
2912,1704,0.98
2913,6700,0.48
2914,4512,0.38
2915,32,0.98
2916,10682,0.39
2917,3628,0.39
